inst,label,pred,error,prediction
6693,13,13,,1
6694,13,13,,0.999
6695,13,13,,0.999
6696,13,13,,0.998
6697,13,13,,0.998
6698,13,13,,0.998
6699,13,13,,0.998
6700,12,12,,0.313
6701,13,13,,0.998
6702,13,13,,0.998
6703,13,13,,0.998
6704,1,1,,0.998
6705,12,12,,0.377
6706,4,4,,0.335
6707,4,12,+,0.317
6708,5,5,,0.232
6709,13,13,,0.998
6710,5,5,,0.232
6711,13,13,,0.998
6712,13,13,,0.998
6713,2,5,+,0.232
6714,2,5,+,0.232
6715,2,5,+,0.232
6716,13,13,,0.998
6717,10,5,+,0.232
6718,13,13,,0.998
6719,2,5,+,0.232
6720,13,13,,0.998
6721,13,13,,0.998
6722,10,10,,0.664
6723,3,12,+,0.265
6724,3,9,+,0.738
6725,9,12,+,0.315
6726,8,5,+,0.232
6727,9,5,+,0.232
6728,9,2,+,0.74
6729,9,9,,0.922
6730,9,12,+,0.316
6731,8,12,+,0.313
6732,13,13,,0.999
6733,13,13,,0.999
6734,6,5,+,0.472
6735,8,8,,0.612
6736,9,9,,0.446
6737,10,1,+,0.712
6738,9,9,,0.363
6739,13,13,,0.998
6740,5,5,,0.5
6741,9,9,,0.325
6742,5,5,,0.65
6743,5,5,,0.525
6744,13,13,,0.999
6745,3,3,,0.86
6746,5,5,,0.57
6747,13,13,,0.999
6748,3,3,,0.868
6749,3,3,,0.866
6750,3,3,,0.865
6751,11,4,+,0.458
6752,11,11,,0.396
6753,13,13,,0.999
6754,1,1,,0.999
6755,1,1,,0.968
6756,1,1,,0.956
6757,1,1,,0.607
6758,0,5,+,0.128
6759,0,5,+,0.13
6760,0,5,+,0.126
6761,9,5,+,0.122
6762,13,13,,0.999
6763,13,13,,0.999
6764,9,5,+,0.13
6765,13,13,,0.999
6766,9,5,+,0.132
6767,13,13,,0.999
6768,13,13,,0.999
6769,9,5,+,0.129
6770,13,13,,0.999
6771,13,13,,0.999
6772,13,13,,0.999
6773,3,5,+,0.124
6774,13,13,,0.999
6775,13,13,,0.999
6776,3,5,+,0.129
6777,13,13,,0.999
6778,13,13,,0.999
6779,13,13,,0.999
6780,4,5,+,0.13
6781,4,5,+,0.128
6782,4,5,+,0.128
6783,13,13,,0.999
6784,13,13,,0.999
6785,8,5,+,0.129
6786,5,5,,0.129
6787,13,13,,0.999
6788,6,5,+,0.128
6789,12,5,+,0.126
6790,1,5,+,0.134
6791,12,5,+,0.124
6792,6,5,+,0.13
6793,1,5,+,0.127
6794,7,5,+,0.127
6795,7,5,+,0.127
6796,7,5,+,0.125
6797,13,13,,0.999
6798,13,13,,0.995
6799,13,13,,0.998
6800,13,13,,0.997
6801,13,13,,0.999
6802,13,13,,0.997
6803,13,13,,1
6804,13,13,,0.999
6805,13,13,,0.999
6806,13,13,,0.999
6807,13,13,,0.999
6808,13,13,,0.999
6809,13,13,,0.999
6810,13,13,,0.999
6811,13,13,,0.999
6812,13,13,,0.999
6813,13,13,,0.999
6814,13,13,,0.997
6815,13,13,,1
6816,13,13,,0.999
6817,13,13,,0.999
6818,13,13,,0.999
6819,13,13,,0.996
6820,13,13,,0.996
6821,13,13,,0.999
6822,13,13,,0.998
6823,13,13,,1
6824,13,13,,0.999
6825,13,13,,0.999
6826,13,13,,0.999
6827,13,13,,0.997
6828,13,13,,0.999
6829,13,13,,0.997
6830,13,13,,0.997
6831,13,13,,1
6832,13,13,,0.998
6833,13,13,,0.997
6834,13,13,,0.999
6835,13,13,,0.999
6836,13,13,,0.999
6837,13,13,,0.998
6838,13,13,,0.998
6839,13,13,,0.999
6840,13,13,,0.998
6841,13,13,,0.999
6842,13,13,,0.999
6843,13,13,,0.999
6844,13,13,,1
6845,13,13,,1
6846,13,13,,0.999
6847,13,13,,0.998
6848,13,13,,0.999
6849,13,13,,0.999
6850,13,13,,0.999
6851,13,13,,0.997
6852,13,13,,0.997
6853,13,13,,0.997
6854,13,13,,0.996
6855,13,13,,0.998
6856,13,13,,1
6857,13,13,,0.997
6858,13,13,,0.999
6859,13,13,,0.996
6860,13,13,,0.995
6861,13,13,,0.999
6862,13,13,,0.999
6863,13,13,,1
6864,13,13,,1
6865,13,13,,0.999
6866,13,13,,0.999
6867,13,13,,0.999
6868,13,13,,0.999
6869,13,13,,0.999
6870,13,13,,0.999
6871,13,13,,0.999
6872,13,13,,0.998
6873,13,13,,0.998
6874,13,13,,0.998
6875,13,13,,0.998
6876,13,13,,0.998
6877,13,13,,0.998
6878,13,13,,0.998
6879,13,13,,0.998
6880,13,13,,0.998
6881,13,13,,0.998
6882,13,13,,0.998
6883,11,5,+,0.232
6884,13,13,,0.998
6885,12,11,+,0.472
6886,13,13,,0.998
6887,11,5,+,0.232
6888,13,13,,0.998
6889,13,13,,0.998
6890,13,13,,0.998
6891,12,12,,0.334
6892,11,5,+,0.232
6893,1,1,,0.998
6894,12,12,,0.317
6895,1,1,,0.997
6896,11,5,+,0.232
6897,13,13,,0.998
6898,6,12,+,0.335
6899,6,11,+,0.598
6900,12,12,,0.351
6901,4,5,+,0.232
6902,1,1,,0.828
6903,6,12,+,0.308
6904,1,1,,0.998
6905,6,5,+,0.232
6906,1,1,,0.998
6907,4,12,+,0.316
6908,4,4,,0.176
6909,1,1,,0.998
6910,6,5,+,0.232
6911,1,1,,0.998
6912,4,5,+,0.232
6913,6,4,+,0.297
6914,5,5,,0.232
6915,4,4,,0.345
6916,5,5,,0.232
6917,4,12,+,0.309
6918,13,13,,0.998
6919,13,13,,0.998
6920,13,13,,0.998
6921,13,13,,0.998
6922,5,5,,0.232
6923,10,5,+,0.232
6924,10,5,+,0.232
6925,10,5,+,0.232
6926,13,13,,0.998
6927,10,5,+,0.232
6928,2,5,+,0.232
6929,2,5,+,0.232
6930,13,13,,0.998
6931,10,5,+,0.232
6932,2,5,+,0.232
6933,2,5,+,0.232
6934,13,13,,0.998
6935,3,11,+,0.412
6936,3,12,+,0.365
6937,3,12,+,0.331
6938,3,5,+,0.232
6939,9,5,+,0.232
6940,9,12,+,0.32
6941,9,12,+,0.315
6942,9,5,+,0.232
6943,9,5,+,0.232
6944,8,5,+,0.232
6945,7,8,+,0.299
6946,8,5,+,0.232
6947,8,5,+,0.232
6948,9,12,+,0.305
6949,9,5,+,0.232
6950,8,5,+,0.232
6951,7,5,+,0.232
6952,7,5,+,0.232
6953,13,13,,0.999
6954,13,13,,0.999
6955,7,7,,0.991
6956,6,9,+,0.333
6957,7,7,,0.991
6958,7,7,,0.991
6959,6,12,+,0.259
6960,7,2,+,0.633
6961,13,13,,0.999
6962,13,13,,0.999
6963,7,5,+,0.389
6964,6,9,+,0.356
6965,13,13,,0.999
6966,13,13,,0.999
6967,13,13,,0.999
6968,8,8,,0.574
6969,13,13,,0.999
6970,13,13,,0.999
6971,10,9,+,0.364
6972,0,0,,0.979
6973,9,4,+,0.379
6974,13,13,,0.999
6975,0,0,,0.981
6976,10,9,+,0.41
6977,3,3,,0.373
6978,5,5,,0.591
6979,5,5,,0.533
6980,10,5,+,0.504
6981,5,5,,0.514
6982,13,13,,0.999
6983,12,4,+,0.373
6984,12,4,+,0.505
6985,13,13,,0.999
6986,13,13,,0.999
6987,3,3,,0.861
6988,12,9,+,0.299
6989,5,4,+,0.487
6990,11,9,+,0.4
6991,12,4,+,0.464
6992,11,4,+,0.445
6993,12,12,,0.341
6994,11,4,+,0.48
6995,3,3,,0.852
6996,2,2,,0.589
6997,2,2,,0.589
6998,11,4,+,0.435
6999,11,4,+,0.399
7000,2,2,,0.742
7001,11,4,+,0.454
7002,12,12,,0.328
7003,11,4,+,0.462
7004,2,2,,0.742
7005,2,2,,0.742
7006,4,4,,0.52
7007,4,11,+,0.383
7008,4,4,,0.52
7009,4,4,,0.507
7010,1,1,,0.999
7011,13,13,,0.998
7012,13,13,,0.999
7013,1,1,,0.998
7014,13,13,,0.999
7015,11,5,+,0.128
7016,10,5,+,0.128
7017,0,5,+,0.127
7018,0,5,+,0.127
7019,11,5,+,0.126
7020,9,5,+,0.131
7021,11,5,+,0.128
7022,0,5,+,0.126
7023,11,5,+,0.149
7024,10,5,+,0.126
7025,13,13,,0.999
7026,11,5,+,0.129
7027,9,5,+,0.128
7028,0,5,+,0.135
7029,9,5,+,0.128
7030,13,13,,0.999
7031,13,13,,0.999
7032,13,13,,0.999
7033,10,5,+,0.125
7034,11,5,+,0.13
7035,11,5,+,0.128
7036,13,13,,0.999
7037,13,13,,0.999
7038,9,5,+,0.129
7039,13,13,,0.999
7040,13,13,,0.998
7041,13,13,,0.999
7042,13,13,,0.999
7043,13,13,,0.999
7044,13,13,,0.999
7045,3,5,+,0.128
7046,9,5,+,0.128
7047,3,5,+,0.125
7048,13,13,,0.999
7049,13,13,,0.999
7050,13,13,,0.999
7051,13,13,,0.999
7052,3,5,+,0.135
7053,13,13,,0.999
7054,13,13,,0.999
7055,13,13,,0.999
7056,2,5,+,0.125
7057,2,5,+,0.128
7058,13,13,,0.999
7059,2,5,+,0.127
7060,13,13,,0.999
7061,13,13,,0.999
7062,3,5,+,0.127
7063,13,13,,0.999
7064,13,13,,0.999
7065,2,5,+,0.125
7066,13,13,,0.999
7067,4,5,+,0.128
7068,2,5,+,0.128
7069,8,5,+,0.125
7070,4,5,+,0.127
7071,8,5,+,0.13
7072,4,5,+,0.126
7073,8,5,+,0.129
7074,4,5,+,0.132
7075,8,5,+,0.125
7076,8,5,+,0.129
7077,5,5,,0.128
7078,5,5,,0.122
7079,12,5,+,0.128
7080,12,5,+,0.129
7081,12,5,+,0.128
7082,6,5,+,0.128
7083,1,5,+,0.127
7084,5,5,,0.127
7085,5,5,,0.125
7086,6,5,+,0.129
7087,12,5,+,0.13
7088,12,5,+,0.127
7089,6,5,+,0.131
7090,6,5,+,0.126
7091,6,5,+,0.125
7092,6,5,+,0.134
7093,12,5,+,0.128
7094,1,5,+,0.131
7095,6,5,+,0.127
7096,6,5,+,0.126
7097,12,5,+,0.129
7098,7,5,+,0.13
7099,13,13,,0.999
7100,13,13,,0.999
7101,13,13,,1
7102,13,13,,0.999
7103,13,13,,1
7104,13,13,,0.999
7105,13,13,,0.997
7106,13,13,,0.998
7107,13,13,,0.998
7108,13,13,,1
7109,13,13,,0.999
7110,13,13,,1
7111,13,13,,0.999
7112,13,13,,0.999
7113,13,13,,0.999
7114,13,13,,0.999
7115,13,13,,1
7116,13,13,,0.998
7117,13,13,,0.997
7118,13,13,,0.998
7119,13,13,,0.995
7120,13,13,,1
7121,13,13,,0.999
7122,13,13,,0.999
7123,13,13,,0.999
7124,13,13,,0.998
7125,13,13,,0.998
7126,13,13,,0.998
7127,13,13,,0.998
7128,11,5,+,0.232
7129,13,13,,0.998
7130,12,12,,0.331
7131,1,1,,0.998
7132,13,13,,0.998
7133,13,13,,0.998
7134,5,5,,0.232
7135,13,13,,0.998
7136,13,13,,0.998
7137,10,5,+,0.232
7138,2,9,+,0.706
7139,13,13,,0.998
7140,3,12,+,0.349
7141,3,5,+,0.232
7142,9,5,+,0.232
7143,8,5,+,0.232
7144,9,5,+,0.232
7145,8,5,+,0.232
7146,8,5,+,0.232
7147,9,5,+,0.232
7148,7,5,+,0.232
7149,13,13,,0.999
7150,6,12,+,0.277
7151,13,13,,0.999
7152,13,13,,0.999
7153,6,9,+,0.281
7154,6,4,+,0.366
7155,13,13,,0.999
7156,8,4,+,0.42
7157,13,13,,0.999
7158,13,13,,0.999
7159,10,5,+,0.476
7160,13,13,,0.999
7161,8,8,,0.685
7162,10,1,+,0.836
7163,0,0,,0.972
7164,12,4,+,0.437
7165,5,5,,0.639
7166,5,2,+,0.708
7167,12,12,,0.313
7168,3,3,,0.868
7169,3,3,,0.865
7170,2,2,,0.647
7171,11,4,+,0.446
7172,11,4,+,0.537
7173,4,4,,0.523
7174,4,4,,0.48
7175,1,1,,0.999
7176,10,5,+,0.13
7177,10,5,+,0.127
7178,10,5,+,0.129
7179,13,13,,0.999
7180,13,13,,0.999
7181,0,5,+,0.136
7182,13,13,,0.999
7183,13,13,,0.999
7184,13,13,,0.999
7185,13,13,,0.999
7186,13,13,,0.999
7187,13,13,,0.999
7188,13,13,,0.999
7189,13,13,,0.999
7190,13,13,,0.999
7191,2,5,+,0.126
7192,2,5,+,0.126
7193,3,5,+,0.126
7194,13,13,,0.999
7195,4,5,+,0.127
7196,4,5,+,0.127
7197,8,5,+,0.126
7198,8,5,+,0.125
7199,4,5,+,0.125
7200,4,5,+,0.125
7201,13,13,,0.999
7202,12,5,+,0.128
7203,5,5,,0.126
7204,1,5,+,0.127
7205,6,5,+,0.126
7206,7,5,+,0.126
7207,7,5,+,0.129
7208,7,5,+,0.128
7209,13,13,,0.999
7210,13,13,,0.999
7211,13,13,,0.999
7212,13,13,,0.999
7213,13,13,,0.999
7214,13,13,,0.999
7215,13,13,,0.999
7216,13,13,,0.999
7217,13,13,,0.996
7218,13,13,,0.999
7219,13,13,,0.997
7220,13,13,,0.999
7221,13,13,,0.999
7222,13,13,,0.999
7223,13,13,,1
7224,13,13,,0.999
7225,13,13,,1
7226,13,13,,0.999
7227,13,13,,1
7228,13,13,,0.999
7229,13,13,,0.999
7230,13,13,,0.996
7231,13,13,,0.999
7232,13,13,,0.999
7233,13,13,,0.999
7234,13,13,,1
7235,13,13,,0.997
7236,13,13,,0.998
7237,13,13,,0.999
7238,13,13,,0.999
7239,13,13,,0.998
7240,13,13,,1
7241,13,13,,0.999
7242,7,5,+,0.232
7243,13,13,,0.998
7244,13,13,,0.998
7245,13,13,,0.998
7246,11,12,+,0.376
7247,13,13,,0.998
7248,12,12,,0.316
7249,1,1,,0.998
7250,6,5,+,0.232
7251,1,1,,0.998
7252,4,12,+,0.325
7253,4,5,+,0.232
7254,4,4,,0.36
7255,13,13,,0.998
7256,10,1,+,0.518
7257,13,13,,0.998
7258,13,13,,0.998
7259,13,13,,0.998
7260,8,5,+,0.232
7261,9,9,,0.206
7262,7,5,+,0.232
7263,8,5,+,0.232
7264,13,13,,0.999
7265,6,9,+,0.395
7266,13,13,,0.999
7267,13,13,,0.999
7268,9,9,,0.343
7269,8,8,,0.614
7270,0,0,,0.972
7271,8,5,+,0.398
7272,13,13,,0.999
7273,13,13,,0.999
7274,5,2,+,0.551
7275,5,5,,0.65
7276,13,13,,0.999
7277,12,6,+,0.494
7278,11,4,+,0.461
7279,2,2,,0.649
7280,11,3,+,0.971
7281,11,8,+,0.509
7282,4,4,,0.494
7283,4,5,+,0.546
7284,4,4,,0.525
7285,1,1,,0.979
7286,10,5,+,0.126
7287,0,5,+,0.131
7288,0,5,+,0.128
7289,13,13,,0.999
7290,9,5,+,0.131
7291,10,5,+,0.129
7292,13,13,,0.999
7293,13,13,,0.999
7294,13,13,,0.999
7295,13,13,,0.999
7296,13,13,,0.999
7297,13,13,,0.998
7298,2,5,+,0.132
7299,13,13,,0.999
7300,13,13,,0.999
7301,13,13,,0.999
7302,3,5,+,0.13
7303,3,5,+,0.126
7304,3,5,+,0.127
7305,2,5,+,0.127
7306,4,5,+,0.128
7307,5,5,,0.125
7308,6,5,+,0.129
7309,12,5,+,0.128
7310,12,5,+,0.126
7311,6,5,+,0.125
7312,7,5,+,0.13
7313,7,5,+,0.129
7314,7,5,+,0.128
7315,13,13,,0.998
7316,13,13,,0.999
7317,13,13,,0.999
7318,13,13,,0.996
7319,13,13,,0.999
7320,13,13,,1
7321,13,13,,0.999
7322,13,13,,0.999
7323,13,13,,0.996
7324,13,13,,0.997
7325,13,13,,0.999
7326,13,13,,0.999
7327,13,13,,0.999
7328,13,13,,0.998
7329,13,13,,0.997
7330,13,13,,0.999
7331,13,13,,0.999
7332,13,13,,0.998
7333,13,13,,1
7334,13,13,,0.997
7335,13,13,,0.999
7336,13,13,,0.999
7337,13,13,,0.999
7338,13,13,,0.999
7339,13,13,,0.998
7340,13,13,,0.998
7341,11,12,+,0.335
7342,13,13,,0.998
7343,13,13,,0.998
7344,13,13,,0.998
7345,12,5,+,0.232
7346,13,13,,0.998
7347,11,12,+,0.38
7348,1,1,,0.976
7349,12,5,+,0.232
7350,4,4,,0.334
7351,5,5,,0.232
7352,4,12,+,0.333
7353,13,13,,0.998
7354,13,13,,0.998
7355,5,5,,0.232
7356,10,10,,0.548
7357,10,10,,0.544
7358,13,13,,0.998
7359,13,13,,0.998
7360,2,5,+,0.232
7361,2,5,+,0.232
7362,13,13,,0.998
7363,13,13,,0.998
7364,13,13,,0.998
7365,13,13,,0.998
7366,3,12,+,0.341
7367,9,4,+,0.333
7368,9,12,+,0.314
7369,9,12,+,0.414
7370,8,5,+,0.232
7371,8,12,+,0.291
7372,13,13,,0.999
7373,7,9,+,0.342
7374,13,13,,0.999
7375,7,7,,0.713
7376,7,7,,0.623
7377,13,13,,0.999
7378,13,13,,0.999
7379,9,4,+,0.463
7380,8,8,,0.485
7381,10,1,+,0.906
7382,13,13,,0.999
7383,13,13,,0.999
7384,13,13,,0.999
7385,13,13,,0.999
7386,2,5,+,0.523
7387,12,12,,0.339
7388,11,4,+,0.39
7389,4,4,,0.514
7390,4,4,,0.402
7391,13,13,,0.999
7392,1,1,,0.982
7393,11,5,+,0.124
7394,10,5,+,0.127
7395,10,5,+,0.13
7396,0,5,+,0.129
7397,11,5,+,0.131
7398,11,5,+,0.132
7399,0,5,+,0.126
7400,9,5,+,0.126
7401,13,13,,0.999
7402,3,5,+,0.129
7403,2,5,+,0.128
7404,3,5,+,0.13
7405,13,13,,0.999
7406,3,5,+,0.127
7407,13,13,,0.999
7408,13,13,,0.999
7409,8,5,+,0.13
7410,13,13,,0.999
7411,5,5,,0.125
7412,6,5,+,0.128
7413,12,5,+,0.127
7414,13,13,,0.999
7415,13,13,,0.999
7416,13,13,,0.999
7417,13,13,,0.999
7418,13,13,,0.996
7419,13,13,,1
7420,13,13,,0.999
7421,13,13,,0.999
7422,13,13,,1
7423,13,13,,0.993
7424,13,13,,0.999
7425,13,13,,0.998
7426,13,13,,1
7427,13,13,,0.998
7428,13,13,,0.998
7429,13,13,,0.998
7430,13,13,,0.999
7431,13,13,,0.999
7432,13,13,,0.999
7433,13,13,,0.999
7434,13,13,,0.998
7435,13,13,,0.997
7436,13,13,,1
7437,13,13,,0.997
7438,13,13,,0.999
7439,13,13,,0.999
7440,13,13,,0.996
7441,13,13,,0.999
7442,13,13,,0.996
7443,13,13,,0.999
7444,13,13,,0.999
7445,13,13,,0.999
7446,13,13,,1
7447,13,13,,0.999
7448,13,13,,0.998
7449,7,5,+,0.232
7450,12,12,,0.318
7451,11,12,+,0.381
7452,12,4,+,0.356
7453,13,13,,0.998
7454,6,12,+,0.315
7455,13,13,,0.998
7456,13,13,,0.998
7457,13,13,,0.998
7458,1,1,,0.998
7459,5,5,,0.232
7460,5,5,,0.232
7461,13,13,,0.998
7462,2,5,+,0.232
7463,13,13,,0.998
7464,2,5,+,0.232
7465,13,13,,0.998
7466,10,2,+,0.677
7467,13,13,,0.998
7468,13,13,,0.998
7469,13,13,,0.998
7470,3,5,+,0.232
7471,9,5,+,0.232
7472,9,9,,0.727
7473,8,5,+,0.232
7474,13,13,,0.999
7475,13,13,,0.999
7476,13,13,,0.999
7477,13,13,,0.999
7478,13,13,,0.999
7479,13,13,,0.999
7480,6,9,+,0.336
7481,13,13,,0.999
7482,6,4,+,0.345
7483,6,11,+,0.279
7484,13,13,,0.999
7485,13,13,,0.999
7486,10,2,+,0.644
7487,10,0,+,0.904
7488,8,5,+,0.405
7489,9,9,,0.386
7490,9,9,,0.364
7491,13,13,,0.999
7492,13,13,,0.999
7493,13,13,,0.999
7494,5,2,+,0.543
7495,0,0,,0.976
7496,10,1,+,0.811
7497,13,13,,0.999
7498,13,13,,0.999
7499,11,4,+,0.425
7500,11,8,+,0.422
7501,2,2,,0.509
7502,12,12,,0.336
7503,12,12,,0.341
7504,2,5,+,0.523
7505,12,12,,0.287
7506,2,5,+,0.401
7507,11,9,+,0.353
7508,4,4,,0.44
7509,4,4,,0.496
7510,4,4,,0.526
7511,1,1,,0.999
7512,0,5,+,0.126
7513,13,13,,0.999
7514,13,13,,0.999
7515,13,13,,0.999
7516,13,13,,0.999
7517,13,13,,0.999
7518,13,13,,0.999
7519,13,13,,0.998
7520,13,13,,0.999
7521,4,5,+,0.13
7522,3,5,+,0.128
7523,2,5,+,0.125
7524,4,5,+,0.125
7525,13,13,,0.999
7526,4,5,+,0.126
7527,4,5,+,0.125
7528,13,13,,0.999
7529,5,5,,0.126
7530,6,5,+,0.128
7531,6,5,+,0.133
7532,5,5,,0.126
7533,1,5,+,0.127
7534,6,5,+,0.128
7535,1,5,+,0.126
7536,13,13,,0.999
7537,13,13,,0.999
7538,13,13,,0.996
7539,13,13,,0.997
7540,13,13,,0.999
7541,13,13,,0.999
7542,13,13,,0.997
7543,13,13,,1
7544,13,13,,0.996
7545,13,13,,0.998
7546,13,13,,0.999
7547,13,13,,0.999
7548,13,13,,0.997
7549,13,13,,0.999
7550,13,13,,1
7551,13,13,,0.997
7552,13,13,,0.996
7553,13,13,,0.999
7554,13,13,,0.999
7555,13,13,,0.999
7556,13,13,,1
7557,13,13,,0.999
7558,13,13,,0.999
7559,13,13,,0.999
7560,13,13,,1
7561,13,13,,0.999
7562,13,13,,0.999
7563,13,13,,0.996
7564,13,13,,0.999
7565,13,13,,0.999
7566,13,13,,0.999
7567,13,13,,0.998
7568,13,13,,0.999
7569,13,13,,0.999
7570,13,13,,0.999
7571,13,13,,0.999
7572,13,13,,0.999
7573,13,13,,0.999
7574,13,13,,0.997
7575,13,13,,0.999
7576,13,13,,0.999
7577,13,13,,0.998
7578,13,13,,0.999
7579,13,13,,0.999
7580,13,13,,1
7581,13,13,,0.998
7582,13,13,,0.999
7583,13,13,,0.999
7584,13,13,,0.998
7585,13,13,,0.997
7586,13,13,,0.997
7587,13,13,,0.999
7588,13,13,,1
7589,13,13,,0.999
7590,13,13,,0.999
7591,13,13,,0.998
7592,13,13,,1
7593,13,13,,0.999
7594,13,13,,0.996
7595,13,13,,0.998
7596,13,13,,0.998
7597,13,13,,0.999
7598,7,5,+,0.232
7599,13,13,,0.998
7600,13,13,,0.998
7601,13,13,,0.998
7602,13,13,,0.998
7603,13,13,,0.998
7604,7,5,+,0.232
7605,13,13,,0.998
7606,11,5,+,0.232
7607,13,13,,0.998
7608,11,5,+,0.232
7609,13,13,,0.998
7610,13,13,,0.998
7611,13,13,,0.998
7612,13,13,,0.998
7613,12,3,+,0.215
7614,7,9,+,0.573
7615,11,12,+,0.336
7616,11,12,+,0.337
7617,11,5,+,0.232
7618,11,12,+,0.361
7619,13,13,,0.998
7620,13,13,,0.998
7621,13,13,,0.998
7622,13,13,,0.998
7623,13,13,,0.998
7624,13,13,,0.998
7625,13,13,,0.998
7626,12,12,,0.363
7627,13,13,,0.998
7628,13,13,,0.998
7629,6,5,+,0.232
7630,13,13,,0.998
7631,6,5,+,0.232
7632,1,1,,0.998
7633,1,10,+,0.554
7634,13,13,,0.998
7635,11,11,,0.356
7636,6,12,+,0.337
7637,1,1,,0.988
7638,6,5,+,0.232
7639,4,9,+,0.64
7640,4,5,+,0.232
7641,5,5,,0.232
7642,5,12,+,0.32
7643,4,12,+,0.287
7644,13,13,,0.998
7645,13,13,,0.998
7646,13,13,,0.998
7647,5,5,,0.232
7648,13,13,,0.998
7649,13,13,,0.998
7650,5,5,,0.232
7651,5,5,,0.232
7652,13,13,,0.998
7653,2,5,+,0.232
7654,13,13,,0.998
7655,10,1,+,0.455
7656,13,13,,0.998
7657,10,10,,0.5
7658,2,1,+,0.994
7659,13,13,,0.998
7660,10,5,+,0.232
7661,2,1,+,0.554
7662,3,5,+,0.232
7663,3,5,+,0.232
7664,9,5,+,0.232
7665,9,5,+,0.232
7666,9,12,+,0.331
7667,8,5,+,0.232
7668,13,13,,0.999
7669,13,13,,0.999
7670,13,13,,0.999
7671,13,13,,0.999
7672,13,13,,0.999
7673,13,13,,0.999
7674,6,12,+,0.307
7675,7,9,+,0.371
7676,6,12,+,0.299
7677,13,13,,0.999
7678,6,9,+,0.311
7679,7,6,+,0.383
7680,6,12,+,0.32
7681,13,13,,0.999
7682,13,13,,0.999
7683,13,13,,0.999
7684,8,8,,0.562
7685,13,13,,0.999
7686,8,8,,0.68
7687,13,13,,0.999
7688,8,8,,0.598
7689,10,3,+,0.867
7690,0,0,,0.974
7691,9,4,+,0.533
7692,8,8,,0.531
7693,8,5,+,0.314
7694,13,13,,0.999
7695,13,13,,0.999
7696,0,0,,0.977
7697,13,13,,0.999
7698,0,0,,0.975
7699,9,9,,0.368
7700,13,13,,0.999
7701,9,4,+,0.531
7702,3,3,,0.861
7703,13,13,,0.999
7704,13,13,,0.999
7705,13,13,,0.998
7706,13,13,,0.999
7707,5,5,,0.684
7708,13,13,,0.999
7709,5,5,,0.532
7710,3,3,,0.823
7711,11,4,+,0.475
7712,3,3,,0.865
7713,2,5,+,0.541
7714,2,2,,0.742
7715,3,3,,0.835
7716,2,5,+,0.523
7717,11,4,+,0.444
7718,11,11,,0.398
7719,2,5,+,0.639
7720,11,9,+,0.351
7721,4,4,,0.483
7722,4,4,,0.493
7723,1,1,,0.998
7724,1,1,,0.995
7725,4,4,,0.494
7726,1,1,,0.998
7727,11,5,+,0.13
7728,10,5,+,0.13
7729,10,5,+,0.128
7730,0,5,+,0.13
7731,11,5,+,0.127
7732,0,5,+,0.127
7733,11,5,+,0.131
7734,11,5,+,0.127
7735,13,13,,0.999
7736,13,13,,0.999
7737,9,5,+,0.127
7738,9,5,+,0.129
7739,13,13,,0.999
7740,11,5,+,0.129
7741,13,13,,0.999
7742,13,13,,0.999
7743,13,13,,0.999
7744,13,13,,0.999
7745,13,13,,0.999
7746,13,13,,0.998
7747,13,13,,0.999
7748,13,13,,0.999
7749,3,5,+,0.127
7750,13,13,,0.999
7751,13,13,,0.999
7752,2,5,+,0.13
7753,3,5,+,0.126
7754,13,13,,0.999
7755,2,5,+,0.126
7756,4,5,+,0.128
7757,13,13,,0.999
7758,5,5,,0.128
7759,13,13,,0.999
7760,13,13,,0.999
7761,13,13,,0.999
7762,5,5,,0.127
7763,5,5,,0.126
7764,12,5,+,0.124
7765,1,5,+,0.124
7766,12,5,+,0.125
7767,1,5,+,0.125
7768,6,5,+,0.126
7769,1,5,+,0.13
7770,12,5,+,0.129
7771,12,5,+,0.132
7772,6,5,+,0.131
7773,1,5,+,0.126
7774,1,5,+,0.13
7775,1,5,+,0.125
7776,1,5,+,0.125
7777,7,5,+,0.127
7778,13,13,,0.999
7779,13,13,,0.997
7780,13,13,,1
7781,13,13,,1
7782,13,13,,0.999
7783,13,13,,0.999
7784,13,13,,0.999
7785,13,13,,1
7786,13,13,,0.997
7787,13,13,,0.999
7788,13,13,,0.996
7789,13,13,,0.999
7790,13,13,,0.998
7791,13,13,,1
7792,13,13,,1
7793,13,13,,0.996
7794,13,13,,0.999
7795,13,13,,0.998
7796,13,13,,0.999
7797,13,13,,0.996
7798,13,13,,0.999
7799,13,13,,1
7800,13,13,,0.998
7801,13,13,,0.999
7802,13,13,,0.999
7803,13,13,,0.998
7804,13,13,,0.998
7805,13,13,,0.998
7806,13,13,,0.998
7807,11,5,+,0.232
7808,12,5,+,0.232
7809,11,5,+,0.232
7810,11,12,+,0.374
7811,13,13,,0.998
7812,13,13,,0.998
7813,12,5,+,0.232
7814,6,12,+,0.314
7815,6,9,+,0.802
7816,6,9,+,0.439
7817,4,5,+,0.24
7818,4,4,,0.345
7819,4,12,+,0.223
7820,5,5,,0.232
7821,5,5,,0.232
7822,5,5,,0.232
7823,5,5,,0.232
7824,13,13,,0.998
7825,13,13,,0.998
7826,5,5,,0.232
7827,10,5,+,0.232
7828,13,13,,0.998
7829,2,5,+,0.232
7830,2,5,+,0.232
7831,2,5,+,0.232
