inst,label,pred,error,prediction
6497,1,1,,0.995
6498,1,1,,0.994
6499,1,1,,0.994
6500,1,1,,0.998
6501,3,3,,0.999
6502,3,3,,0.999
6503,2,2,,0.996
6504,2,2,,0.996
6505,2,2,,0.996
6506,2,2,,0.996
6507,2,2,,0.996
6508,2,2,,0.996
6509,3,5,+,0.882
6510,2,2,,0.996
6511,2,2,,0.996
6512,2,2,,0.996
6513,3,3,,0.855
6514,3,3,,0.714
6515,2,2,,0.996
6516,2,2,,0.996
6517,2,2,,0.996
6518,3,3,,0.531
6519,2,2,,0.996
6520,2,2,,0.996
6521,2,2,,0.996
6522,2,2,,0.996
6523,2,2,,0.995
6524,2,2,,0.996
6525,2,2,,0.996
6526,3,5,+,0.885
6527,3,3,,0.869
6528,2,2,,0.996
6529,3,3,,0.835
6530,2,2,,0.996
6531,0,0,,0.995
6532,0,0,,0.999
6533,0,0,,0.999
6534,0,0,,0.996
6535,0,0,,0.999
6536,5,5,,0.997
6537,5,5,,0.997
6538,0,0,,0.998
6539,5,5,,0.998
6540,5,5,,0.968
6541,0,0,,0.996
6542,5,5,,0.861
6543,0,0,,0.997
6544,5,5,,0.996
6545,0,0,,0.999
6546,0,0,,0.996
6547,5,5,,0.997
6548,5,5,,0.997
6549,0,0,,0.999
6550,5,5,,0.997
6551,0,0,,0.997
6552,0,0,,0.999
6553,5,5,,0.997
6554,5,5,,0.996
6555,0,0,,0.998
6556,5,5,,0.998
6557,0,0,,0.998
6558,0,0,,0.999
6559,0,0,,0.996
6560,0,0,,0.996
6561,0,0,,0.999
6562,0,0,,0.997
6563,0,0,,0.998
6564,0,0,,0.999
6565,5,5,,0.888
6566,5,3,+,0.679
6567,5,5,,0.84
6568,4,4,,0.999
6569,4,4,,0.991
6570,4,4,,0.999
6571,4,4,,0.998
6572,4,4,,0.998
6573,4,4,,0.999
6574,5,5,,0.978
6575,4,4,,1
6576,4,4,,0.999
6577,4,4,,0.998
6578,4,4,,0.998
6579,4,4,,0.999
6580,4,4,,0.999
6581,4,4,,0.999
6582,4,4,,0.999
6583,4,4,,0.998
6584,4,4,,0.997
6585,4,4,,0.998
6586,4,4,,0.998
6587,4,4,,0.999
6588,4,4,,0.998
6589,4,4,,0.999
6590,5,5,,0.885
6591,4,4,,0.999
6592,4,4,,0.999
6593,5,5,,0.892
6594,5,5,,0.885
6595,3,3,,0.999
6596,1,1,,0.999
6597,3,3,,0.998
6598,3,3,,0.998
6599,1,1,,0.999
6600,3,3,,0.999
6601,1,1,,0.998
6602,1,1,,0.998
6603,1,1,,0.994
6604,1,1,,0.999
6605,3,3,,0.999
6606,1,1,,0.994
6607,1,1,,0.998
6608,3,3,,0.998
6609,1,1,,0.998
6610,3,3,,0.999
6611,3,3,,0.998
6612,3,3,,0.998
6613,1,1,,0.998
6614,1,1,,0.998
6615,1,1,,0.998
6616,3,3,,0.999
6617,1,1,,0.998
6618,1,1,,0.999
6619,1,1,,0.998
6620,3,3,,0.854
6621,2,2,,0.996
6622,2,2,,0.996
6623,2,2,,0.996
6624,3,5,+,0.899
6625,3,3,,0.789
6626,3,3,,0.82
6627,2,2,,0.996
6628,2,2,,0.995
6629,2,2,,0.996
6630,2,2,,0.996
6631,3,3,,0.793
6632,3,3,,0.775
6633,2,2,,0.996
6634,2,2,,0.996
6635,2,2,,0.996
6636,2,2,,0.995
6637,2,2,,0.996
6638,2,2,,0.995
6639,2,2,,0.996
6640,2,2,,0.996
6641,0,0,,0.999
6642,0,0,,0.999
6643,0,0,,0.996
6644,0,0,,0.999
6645,5,5,,0.997
6646,5,5,,0.997
6647,0,0,,0.999
6648,5,5,,0.997
6649,5,5,,0.996
6650,0,0,,0.996
6651,5,5,,0.997
6652,0,0,,0.999
6653,0,0,,0.999
6654,5,5,,0.998
6655,5,5,,0.996
6656,0,0,,0.999
6657,5,5,,0.997
6658,5,5,,0.998
6659,0,0,,0.993
6660,5,5,,0.997
6661,0,0,,0.999
6662,0,0,,0.998
6663,0,0,,0.999
6664,5,5,,0.998
6665,0,0,,0.999
6666,0,0,,0.999
6667,4,4,,0.999
6668,5,5,,0.874
6669,4,4,,0.999
6670,5,5,,0.999
6671,5,5,,0.884
6672,4,4,,0.999
6673,4,4,,0.999
6674,4,4,,0.999
6675,4,4,,0.998
6676,4,4,,0.998
6677,5,5,,0.999
6678,4,4,,0.999
6679,4,4,,0.999
6680,4,4,,0.998
6681,4,4,,0.998
6682,4,4,,0.999
6683,4,4,,0.999
6684,4,4,,0.999
6685,4,4,,0.999
6686,5,5,,0.508
6687,5,5,,0.889
6688,4,4,,0.999
6689,4,4,,0.998
6690,4,4,,0.984
6691,4,4,,0.998
6692,4,4,,0.999
6693,5,5,,0.999
6694,5,5,,0.936
6695,4,4,,0.999
6696,3,3,,0.999
6697,3,3,,0.999
6698,3,3,,0.999
6699,3,3,,0.999
6700,1,1,,0.999
6701,3,3,,0.999
6702,3,3,,0.999
6703,3,3,,0.999
6704,1,1,,0.994
6705,1,1,,0.999
6706,1,1,,0.999
6707,1,1,,0.999
6708,1,1,,0.998
6709,3,3,,0.998
6710,1,1,,0.998
6711,3,3,,0.999
6712,3,3,,0.999
6713,1,1,,0.998
6714,1,1,,0.998
6715,1,1,,0.998
6716,3,3,,0.999
6717,1,1,,0.998
6718,3,3,,0.999
6719,1,1,,0.998
6720,3,3,,0.998
6721,3,3,,0.998
6722,1,1,,0.994
6723,1,1,,0.999
6724,1,1,,0.994
6725,1,1,,0.994
6726,1,1,,0.998
6727,1,1,,0.998
6728,1,1,,0.994
6729,1,1,,0.994
6730,1,1,,0.994
6731,1,1,,0.993
6732,3,5,+,0.877
6733,3,3,,0.855
6734,2,2,,0.995
6735,2,2,,0.996
6736,2,2,,0.996
6737,2,2,,0.996
6738,2,2,,0.996
6739,3,5,+,0.595
6740,2,2,,0.995
6741,2,2,,0.996
6742,2,2,,0.995
6743,2,2,,0.995
6744,3,3,,0.858
6745,2,2,,0.996
6746,2,2,,0.996
6747,3,5,+,0.809
6748,2,2,,0.996
6749,2,2,,0.996
6750,2,2,,0.996
6751,2,2,,0.996
6752,2,2,,0.996
6753,3,3,,0.821
6754,2,2,,0.996
6755,2,2,,0.996
6756,2,2,,0.996
6757,2,2,,0.996
6758,0,0,,0.999
6759,0,0,,0.999
6760,0,0,,0.999
6761,0,0,,0.995
6762,5,5,,0.998
6763,5,5,,0.998
6764,0,0,,0.999
6765,5,5,,0.998
6766,0,0,,0.996
6767,5,5,,0.996
6768,5,5,,0.998
6769,0,0,,0.999
6770,5,5,,0.996
6771,5,5,,0.658
6772,5,5,,0.997
6773,0,0,,0.999
6774,5,5,,0.997
6775,5,5,,0.997
6776,0,0,,0.996
6777,5,5,,0.997
6778,5,5,,0.994
6779,5,3,+,0.867
6780,0,0,,0.996
6781,0,0,,0.999
6782,0,0,,0.997
6783,5,5,,0.997
6784,5,5,,0.998
6785,0,0,,0.999
6786,0,0,,0.999
6787,5,5,,0.997
6788,0,0,,0.996
6789,0,0,,0.999
6790,0,0,,0.996
6791,0,0,,0.999
6792,0,0,,0.997
6793,0,0,,0.999
6794,0,0,,0.999
6795,0,0,,0.999
6796,0,0,,0.998
6797,4,4,,0.999
6798,4,4,,0.999
6799,4,4,,1
6800,4,4,,0.999
6801,4,4,,0.998
6802,4,4,,0.999
6803,5,5,,0.999
6804,5,5,,0.999
6805,5,5,,0.885
6806,5,5,,0.803
6807,5,5,,0.887
6808,5,3,+,0.6
6809,4,4,,0.998
6810,5,5,,0.886
6811,5,5,,0.509
6812,5,5,,0.999
6813,4,4,,0.984
6814,4,4,,0.999
6815,5,5,,0.999
6816,5,3,+,0.808
6817,5,5,,0.998
6818,5,5,,0.797
6819,4,4,,0.999
6820,4,4,,0.999
6821,5,5,,0.956
6822,4,4,,0.999
6823,4,4,,1
6824,4,4,,0.998
6825,5,5,,0.998
6826,4,4,,0.998
6827,4,4,,0.997
6828,4,4,,0.997
6829,4,4,,0.999
6830,4,4,,0.998
6831,4,4,,0.981
6832,5,5,,0.885
6833,4,4,,0.999
6834,4,4,,0.998
6835,4,4,,0.999
6836,4,4,,0.999
6837,4,4,,0.999
6838,4,4,,0.999
6839,4,4,,0.999
6840,4,4,,0.999
6841,5,5,,0.884
6842,5,5,,0.885
6843,4,4,,0.998
6844,4,4,,0.999
6845,4,4,,0.999
6846,4,4,,0.998
6847,4,4,,0.999
6848,4,4,,0.998
6849,4,4,,0.999
6850,4,4,,0.999
6851,4,4,,0.996
6852,4,4,,0.999
6853,4,4,,0.998
6854,4,4,,0.999
6855,4,4,,0.999
6856,4,4,,0.998
6857,4,4,,0.999
6858,4,4,,0.999
6859,4,4,,0.999
6860,4,4,,0.999
6861,4,4,,0.984
6862,4,4,,0.999
6863,5,5,,0.884
6864,4,4,,0.998
6865,5,5,,0.893
6866,5,5,,0.885
6867,4,4,,0.999
6868,5,5,,0.873
6869,5,5,,0.975
6870,5,3,+,0.713
6871,5,5,,0.9
6872,3,3,,0.999
6873,3,3,,0.999
6874,3,3,,0.999
6875,3,3,,0.998
6876,3,3,,0.999
6877,3,3,,0.999
6878,3,3,,0.999
6879,3,3,,0.999
6880,3,3,,0.999
6881,3,3,,0.999
6882,3,3,,0.999
6883,1,1,,0.998
6884,3,3,,0.999
6885,1,1,,0.999
6886,3,3,,0.999
6887,1,1,,0.998
6888,3,3,,0.999
6889,3,3,,0.998
6890,3,3,,0.999
6891,1,1,,0.999
6892,1,1,,0.998
6893,1,1,,0.994
6894,1,1,,0.999
6895,1,1,,0.994
6896,1,1,,0.998
6897,3,3,,0.999
6898,1,1,,0.999
6899,1,1,,0.999
6900,1,1,,0.999
6901,1,1,,0.998
6902,1,1,,0.994
6903,1,1,,0.994
6904,1,1,,0.994
6905,1,1,,0.998
6906,1,1,,0.994
6907,1,1,,0.994
6908,1,1,,0.995
6909,1,1,,0.994
6910,1,1,,0.998
6911,1,1,,0.994
6912,1,1,,0.998
6913,1,1,,0.999
6914,1,1,,0.998
6915,1,1,,0.999
6916,1,1,,0.998
6917,1,1,,0.999
6918,3,3,,0.999
6919,3,3,,0.999
6920,3,3,,0.999
6921,3,3,,0.999
6922,1,1,,0.998
6923,1,1,,0.998
6924,1,1,,0.998
6925,1,1,,0.998
6926,3,3,,0.999
6927,1,1,,0.998
6928,1,1,,0.998
6929,1,1,,0.998
6930,3,3,,0.999
6931,1,1,,0.998
6932,1,1,,0.998
6933,1,1,,0.998
6934,3,3,,0.998
6935,1,1,,0.999
6936,1,1,,0.999
6937,1,1,,0.999
6938,1,1,,0.998
6939,1,1,,0.998
6940,1,1,,0.994
6941,1,1,,0.994
6942,1,1,,0.998
6943,1,1,,0.998
6944,1,1,,0.998
6945,1,1,,0.998
6946,1,1,,0.998
6947,1,1,,0.998
6948,1,1,,0.999
6949,1,1,,0.998
6950,1,1,,0.998
6951,1,1,,0.998
6952,1,1,,0.998
6953,3,3,,0.742
6954,3,3,,0.842
6955,2,2,,0.996
6956,2,2,,0.996
6957,2,2,,0.996
6958,2,2,,0.996
6959,2,2,,0.996
6960,2,2,,0.996
6961,3,3,,0.837
6962,3,3,,0.632
6963,2,2,,0.995
6964,2,2,,0.996
6965,3,3,,0.846
6966,3,3,,0.828
6967,3,3,,0.865
6968,2,2,,0.996
6969,3,3,,0.817
6970,3,3,,0.847
6971,2,2,,0.996
6972,2,2,,0.996
6973,2,2,,0.996
6974,3,3,,0.812
6975,2,2,,0.996
6976,2,2,,0.996
6977,2,2,,0.996
6978,2,2,,0.995
6979,2,2,,0.996
6980,2,2,,0.995
6981,2,2,,0.996
6982,3,3,,0.839
6983,2,2,,0.996
6984,2,2,,0.996
6985,3,3,,0.576
6986,3,3,,0.613
6987,2,2,,0.996
6988,2,2,,0.996
6989,2,2,,0.996
6990,2,2,,0.996
6991,2,2,,0.996
6992,2,2,,0.996
6993,2,2,,0.996
6994,2,2,,0.996
6995,2,2,,0.996
6996,2,2,,0.995
6997,2,2,,0.995
6998,2,2,,0.996
6999,2,2,,0.996
7000,2,2,,0.995
7001,2,2,,0.996
7002,2,2,,0.996
7003,2,2,,0.996
7004,2,2,,0.995
7005,2,2,,0.995
7006,2,2,,0.996
7007,2,2,,0.996
7008,2,2,,0.996
7009,2,2,,0.996
7010,2,2,,0.996
7011,3,5,+,0.804
7012,3,3,,0.769
7013,2,2,,0.996
7014,3,5,+,0.882
7015,0,0,,0.999
7016,0,0,,0.999
7017,0,0,,0.999
7018,0,0,,0.997
7019,0,0,,0.998
7020,0,0,,0.996
7021,0,0,,0.999
7022,0,0,,0.996
7023,0,0,,1
7024,0,0,,0.999
7025,5,5,,0.998
7026,0,0,,0.999
7027,0,0,,0.999
7028,0,0,,0.996
7029,0,0,,0.999
7030,5,3,+,0.873
7031,5,5,,0.998
7032,5,5,,0.996
7033,0,0,,0.999
7034,0,0,,0.999
7035,0,0,,0.999
7036,5,5,,0.998
7037,5,5,,0.997
7038,0,0,,0.999
7039,5,5,,0.994
7040,5,3,+,0.543
7041,5,5,,0.995
7042,5,5,,0.997
7043,5,5,,0.998
7044,5,5,,0.997
7045,0,0,,0.999
7046,0,0,,0.999
7047,0,0,,0.999
7048,5,5,,0.997
7049,5,5,,0.997
7050,5,5,,0.997
7051,5,5,,0.998
7052,0,0,,0.995
7053,5,5,,0.997
7054,5,5,,0.996
7055,5,5,,0.996
7056,0,0,,0.999
7057,0,0,,0.999
7058,5,5,,0.996
7059,0,0,,0.999
7060,5,5,,0.998
7061,5,5,,0.998
7062,0,0,,0.999
7063,5,5,,0.997
7064,5,5,,0.997
7065,0,0,,0.999
7066,5,5,,0.998
7067,0,0,,0.999
7068,0,0,,0.999
7069,0,0,,0.999
7070,0,0,,0.999
7071,0,0,,0.999
7072,0,0,,0.999
7073,0,0,,0.999
7074,0,0,,0.996
7075,0,0,,0.999
7076,0,0,,0.998
7077,0,0,,0.999
7078,0,0,,1
7079,0,0,,0.999
7080,0,0,,0.996
7081,0,0,,0.999
7082,0,0,,0.999
7083,0,0,,0.999
7084,0,0,,0.999
7085,0,0,,0.998
7086,0,0,,0.998
7087,0,0,,0.997
7088,0,0,,0.999
7089,0,0,,0.995
7090,0,0,,0.999
7091,0,0,,0.999
7092,0,0,,0.996
7093,0,0,,0.999
7094,0,0,,0.996
7095,0,0,,0.999
7096,0,0,,0.999
7097,0,0,,0.999
7098,0,0,,0.999
7099,4,4,,0.999
7100,4,4,,0.999
7101,5,5,,0.984
7102,5,5,,0.885
7103,5,5,,0.999
7104,4,4,,0.999
7105,4,4,,0.998
7106,4,4,,0.999
7107,4,4,,0.999
7108,5,5,,0.999
7109,5,3,+,0.796
7110,4,4,,0.999
7111,5,5,,0.883
7112,5,5,,0.887
7113,4,4,,0.999
7114,4,4,,0.999
7115,4,4,,0.999
7116,4,4,,0.983
7117,4,4,,0.998
7118,4,4,,0.999
7119,4,4,,1
7120,4,4,,0.999
7121,4,4,,0.999
7122,5,5,,0.992
7123,5,5,,0.885
7124,3,3,,0.998
7125,3,3,,0.998
7126,3,3,,0.999
7127,3,3,,0.999
7128,1,1,,0.998
7129,3,3,,0.999
7130,1,1,,0.994
7131,1,1,,0.994
7132,3,3,,0.999
7133,3,3,,0.999
7134,1,1,,0.998
7135,3,3,,0.999
7136,3,3,,0.998
7137,1,1,,0.998
7138,1,1,,0.993
7139,3,3,,0.999
7140,1,1,,0.999
7141,1,1,,0.998
7142,1,1,,0.998
7143,1,1,,0.998
7144,1,1,,0.998
7145,1,1,,0.998
7146,1,1,,0.998
7147,1,1,,0.998
7148,1,1,,0.998
7149,3,3,,0.733
7150,2,2,,0.996
7151,3,3,,0.819
7152,3,3,,0.786
7153,2,2,,0.996
7154,2,2,,0.996
7155,3,3,,0.855
7156,2,2,,0.996
7157,3,3,,0.746
7158,3,3,,0.795
7159,2,2,,0.996
7160,3,3,,0.857
7161,2,2,,0.996
7162,2,2,,0.996
7163,2,2,,0.996
7164,2,2,,0.996
7165,2,2,,0.995
7166,2,2,,0.996
7167,2,2,,0.996
7168,2,2,,0.996
7169,2,2,,0.996
7170,2,2,,0.996
7171,2,2,,0.996
7172,2,2,,0.996
7173,2,2,,0.996
7174,2,2,,0.995
7175,2,2,,0.996
7176,0,0,,0.999
7177,0,0,,0.999
7178,0,0,,0.997
7179,5,5,,0.985
7180,5,5,,0.997
7181,0,0,,1
7182,5,5,,0.997
7183,5,3,+,0.814
7184,5,5,,0.974
7185,5,5,,0.998
7186,5,5,,0.997
7187,5,5,,0.997
7188,5,5,,0.997
7189,5,5,,0.998
7190,5,5,,0.997
7191,0,0,,0.999
7192,0,0,,0.998
7193,0,0,,0.999
7194,5,5,,0.888
7195,0,0,,0.997
7196,0,0,,0.998
7197,0,0,,0.999
7198,0,0,,0.999
7199,0,0,,0.999
7200,0,0,,0.999
7201,5,5,,0.967
7202,0,0,,0.999
7203,0,0,,0.999
7204,0,0,,0.999
7205,0,0,,0.999
7206,0,0,,0.999
7207,0,0,,0.997
7208,0,0,,0.999
7209,5,5,,0.982
7210,4,4,,0.998
7211,5,5,,0.858
7212,5,5,,0.871
7213,5,5,,0.868
7214,4,4,,0.999
7215,5,5,,0.764
7216,5,5,,0.945
7217,4,4,,0.998
7218,4,4,,0.998
7219,4,4,,0.999
7220,4,4,,0.999
7221,5,5,,0.891
7222,5,5,,0.997
7223,5,5,,0.999
7224,4,4,,0.999
7225,4,4,,0.998
7226,4,4,,0.998
7227,4,4,,0.999
7228,4,4,,0.999
7229,4,4,,0.999
7230,4,4,,0.999
7231,4,4,,0.999
7232,4,4,,0.998
7233,4,4,,0.997
7234,4,4,,0.999
7235,4,4,,0.999
7236,4,4,,0.999
7237,5,5,,0.999
7238,5,5,,0.887
7239,4,4,,0.999
7240,5,5,,0.999
7241,5,5,,0.999
7242,1,1,,0.998
7243,3,3,,0.999
7244,3,3,,0.999
7245,3,3,,0.998
7246,1,1,,0.999
7247,3,3,,0.999
7248,1,1,,0.994
7249,1,1,,0.994
7250,1,1,,0.998
7251,1,1,,0.994
7252,1,1,,0.999
7253,1,1,,0.998
7254,1,1,,0.999
7255,3,3,,0.999
7256,1,1,,0.994
7257,3,3,,0.999
7258,3,3,,0.999
7259,3,3,,0.999
7260,1,1,,0.998
7261,1,1,,0.999
7262,1,1,,0.998
7263,1,1,,0.998
7264,3,3,,0.865
7265,2,2,,0.996
7266,3,3,,0.768
7267,3,5,+,0.553
7268,2,2,,0.996
7269,2,2,,0.996
7270,2,2,,0.996
7271,2,2,,0.995
7272,3,3,,0.528
7273,3,3,,0.697
7274,2,2,,0.996
7275,2,2,,0.995
7276,3,3,,0.762
7277,2,2,,0.996
7278,2,2,,0.996
7279,2,2,,0.996
7280,2,2,,0.996
7281,2,2,,0.996
7282,2,2,,0.996
7283,2,2,,0.996
7284,2,2,,0.996
7285,2,2,,0.996
7286,0,0,,0.999
7287,0,0,,0.999
7288,0,0,,0.999
7289,5,5,,0.997
7290,0,0,,0.999
7291,0,0,,0.999
7292,5,5,,0.997
7293,5,5,,0.995
7294,5,5,,0.997
7295,5,5,,0.997
7296,5,5,,0.997
7297,5,5,,0.989
7298,0,0,,0.994
7299,5,5,,0.997
7300,5,5,,0.997
7301,5,5,,0.921
7302,0,0,,0.999
7303,0,0,,0.997
7304,0,0,,0.999
7305,0,0,,0.997
7306,0,0,,0.999
7307,0,0,,0.997
7308,0,0,,0.997
7309,0,0,,0.999
7310,0,0,,0.999
7311,0,0,,0.997
7312,0,0,,0.996
7313,0,0,,0.997
7314,0,0,,0.998
7315,4,4,,1
7316,4,4,,0.987
7317,5,5,,0.857
7318,4,4,,0.999
7319,5,5,,0.936
7320,5,5,,0.999
7321,4,4,,0.999
7322,5,5,,0.885
7323,4,4,,0.999
7324,4,4,,0.998
7325,4,4,,0.997
7326,5,5,,0.887
7327,4,4,,0.996
7328,4,4,,0.999
7329,4,4,,0.998
7330,5,5,,0.885
7331,4,4,,0.999
7332,4,4,,0.999
7333,4,4,,0.999
7334,4,4,,0.999
7335,4,4,,0.998
7336,4,4,,0.999
7337,5,5,,0.871
7338,5,5,,0.89
7339,3,3,,0.998
7340,3,3,,0.999
7341,1,1,,0.999
7342,3,3,,0.999
7343,3,3,,0.999
7344,3,3,,0.999
7345,1,1,,0.998
7346,3,3,,0.999
7347,1,1,,0.999
7348,1,1,,0.994
7349,1,1,,0.998
7350,1,1,,0.999
7351,1,1,,0.998
7352,1,1,,0.999
7353,3,3,,0.999
7354,3,3,,0.999
7355,1,1,,0.998
7356,1,1,,0.994
7357,1,1,,0.994
7358,3,3,,0.999
7359,3,3,,0.998
7360,1,1,,0.998
7361,1,1,,0.998
7362,3,3,,0.999
7363,3,3,,0.998
7364,3,3,,0.999
7365,3,3,,0.999
7366,1,1,,0.999
7367,1,1,,0.994
7368,1,1,,0.999
7369,1,1,,0.999
7370,1,1,,0.998
7371,1,1,,0.999
7372,3,3,,0.864
7373,2,2,,0.996
7374,3,3,,0.817
7375,2,2,,0.996
7376,2,2,,0.996
7377,3,3,,0.755
7378,3,3,,0.818
7379,2,2,,0.996
7380,2,2,,0.996
7381,2,2,,0.996
7382,3,3,,0.844
7383,3,3,,0.694
7384,3,3,,0.783
7385,3,5,+,0.627
7386,2,2,,0.995
7387,2,2,,0.996
7388,2,2,,0.996
7389,2,2,,0.996
7390,2,2,,0.995
7391,3,3,,0.775
7392,2,2,,0.996
7393,0,0,,0.999
7394,0,0,,0.999
7395,0,0,,0.999
7396,0,0,,0.999
7397,0,0,,0.996
7398,0,0,,0.999
7399,0,0,,0.999
7400,0,0,,0.999
7401,5,5,,0.998
7402,0,0,,0.999
7403,0,0,,0.999
7404,0,0,,0.999
7405,5,5,,0.88
7406,0,0,,0.999
7407,5,5,,0.989
7408,5,5,,0.996
7409,0,0,,0.996
7410,5,3,+,0.559
7411,0,0,,0.999
7412,0,0,,0.999
7413,0,0,,0.999
7414,4,4,,0.999
7415,5,5,,0.999
7416,5,5,,0.787
7417,5,5,,0.89
7418,4,4,,0.999
7419,4,4,,0.999
7420,4,4,,0.999
7421,5,5,,0.794
7422,4,4,,0.999
7423,4,4,,0.999
7424,4,4,,0.999
7425,4,4,,0.999
7426,5,5,,0.999
7427,4,4,,0.999
7428,4,4,,0.999
7429,4,4,,1
7430,5,5,,0.903
7431,5,5,,0.568
7432,4,4,,0.999
7433,4,4,,0.999
7434,4,4,,0.999
7435,4,4,,0.998
7436,4,4,,0.999
7437,4,4,,0.999
7438,4,4,,0.999
7439,4,4,,0.999
7440,4,4,,0.999
7441,4,4,,0.999
7442,4,4,,0.999
7443,5,3,+,0.789
7444,4,4,,0.999
7445,5,3,+,0.815
7446,5,5,,0.999
7447,4,4,,0.997
7448,3,3,,0.998
7449,1,1,,0.998
7450,1,1,,0.999
7451,1,1,,0.999
7452,1,1,,0.999
7453,3,3,,0.999
7454,1,1,,0.999
7455,3,3,,0.999
7456,3,3,,0.999
7457,3,3,,0.999
7458,1,1,,0.994
7459,1,1,,0.998
7460,1,1,,0.998
7461,3,3,,0.999
7462,1,1,,0.998
7463,3,3,,0.998
7464,1,1,,0.998
7465,3,3,,0.998
7466,1,1,,0.994
7467,3,3,,0.999
7468,3,3,,0.999
7469,3,3,,0.999
7470,1,1,,0.998
7471,1,1,,0.998
7472,1,1,,0.994
7473,1,1,,0.998
7474,3,3,,0.853
7475,3,5,+,0.884
7476,3,3,,0.828
7477,3,3,,0.832
7478,3,3,,0.837
7479,3,3,,0.837
7480,2,2,,0.996
7481,3,3,,0.84
7482,2,2,,0.996
7483,2,2,,0.996
7484,3,5,+,0.885
7485,3,3,,0.834
7486,2,2,,0.996
7487,2,2,,0.996
7488,2,2,,0.996
7489,2,2,,0.996
7490,2,2,,0.996
7491,3,3,,0.817
7492,3,3,,0.841
7493,3,3,,0.866
7494,2,2,,0.995
7495,2,2,,0.996
7496,2,2,,0.996
7497,3,3,,0.776
7498,3,3,,0.697
7499,2,2,,0.996
7500,2,2,,0.996
7501,2,2,,0.996
7502,2,2,,0.996
7503,2,2,,0.996
7504,2,2,,0.995
7505,2,2,,0.996
7506,2,2,,0.995
7507,2,2,,0.996
7508,2,2,,0.996
7509,2,2,,0.996
7510,2,2,,0.996
7511,2,2,,0.996
7512,0,0,,0.998
7513,5,5,,0.997
7514,5,5,,0.997
7515,5,5,,0.997
7516,5,5,,0.997
7517,5,5,,0.997
7518,5,5,,0.998
7519,5,5,,0.986
7520,5,5,,0.996
7521,0,0,,0.999
7522,0,0,,0.999
7523,0,0,,0.999
7524,0,0,,0.999
7525,5,5,,0.997
7526,0,0,,0.999
7527,0,0,,0.999
7528,5,3,+,0.527
7529,0,0,,0.997
7530,0,0,,0.996
7531,0,0,,0.996
7532,0,0,,0.999
7533,0,0,,0.999
7534,0,0,,0.999
7535,0,0,,0.999
7536,5,5,,0.883
7537,5,5,,0.889
7538,4,4,,0.999
7539,4,4,,0.998
7540,4,4,,0.999
7541,5,5,,0.935
7542,4,4,,0.998
7543,5,5,,0.999
7544,4,4,,0.999
7545,4,4,,0.999
7546,4,4,,0.999
7547,5,5,,0.896
7548,4,4,,0.999
7549,5,5,,0.877
7550,5,5,,0.999
7551,4,4,,0.999
7552,4,4,,0.999
7553,5,5,,0.999
7554,5,5,,0.88
7555,5,5,,0.882
7556,4,4,,0.999
7557,5,5,,0.885
7558,4,4,,0.999
7559,4,4,,0.999
7560,5,5,,0.999
7561,4,4,,0.999
7562,4,4,,0.999
7563,4,4,,0.999
7564,4,4,,0.999
7565,4,4,,0.999
7566,4,4,,0.998
7567,4,4,,0.999
7568,5,3,+,0.71
7569,4,4,,0.998
7570,5,5,,0.885
7571,5,5,,0.911
7572,5,5,,0.989
7573,5,5,,0.974
7574,4,4,,0.997
7575,5,5,,0.875
7576,5,5,,0.886
7577,4,4,,0.998
7578,4,4,,0.999
7579,4,4,,0.999
7580,4,4,,0.998
7581,4,4,,0.999
7582,4,4,,0.998
7583,4,4,,0.999
7584,4,4,,0.998
7585,4,4,,0.999
7586,4,4,,0.999
7587,4,4,,0.998
7588,4,4,,0.999
7589,5,5,,0.834
7590,5,5,,0.566
7591,4,4,,0.999
7592,5,5,,0.999
7593,5,5,,0.835
7594,4,4,,0.999
7595,4,4,,0.997
7596,4,4,,0.999
7597,4,4,,0.996
7598,1,1,,0.998
7599,3,3,,0.998
7600,3,3,,0.998
7601,3,3,,0.999
7602,3,3,,0.998
7603,3,3,,0.999
7604,1,1,,0.998
7605,3,3,,0.999
7606,1,1,,0.998
7607,3,3,,0.999
7608,1,1,,0.998
7609,3,3,,0.998
7610,3,3,,0.999
7611,3,3,,0.999
7612,3,3,,0.999
7613,1,1,,0.999
7614,1,1,,0.994
7615,1,1,,0.999
7616,1,1,,0.999
7617,1,1,,0.998
7618,1,1,,0.999
7619,3,3,,0.999
7620,3,3,,0.999
7621,3,3,,0.999
7622,3,3,,0.999
7623,3,3,,0.999
7624,3,3,,0.998
7625,3,3,,0.999
7626,1,1,,0.999
7627,3,3,,0.999
7628,3,3,,0.999
7629,1,1,,0.998
7630,3,3,,0.998
7631,1,1,,0.998
7632,1,1,,0.994
7633,1,1,,0.994
7634,3,3,,0.999
7635,1,1,,0.999
7636,1,1,,0.999
7637,1,1,,0.994
7638,1,1,,0.998
7639,1,1,,0.994
7640,1,1,,0.998
7641,1,1,,0.998
7642,1,1,,0.994
7643,1,1,,0.994
7644,3,3,,0.998
7645,3,3,,0.999
7646,3,3,,0.998
7647,1,1,,0.998
7648,3,3,,0.999
7649,3,3,,0.999
7650,1,1,,0.998
7651,1,1,,0.998
7652,3,3,,0.999
7653,1,1,,0.998
7654,3,3,,0.999
7655,1,1,,0.994
7656,3,3,,0.999
7657,1,1,,0.994
7658,1,1,,0.994
7659,3,3,,0.998
7660,1,1,,0.998
