#The local date and time: 	Fri Aug 13 11:09:16 2021

#RESULTS , Flows in pcap file
#/mnt/c/Users/ahmad/Desktop/Thesis/pcap_files/test_pcap_output/a15M.pcap
#This file contains the flow five tuple, label and prediction result
#five tuple are the biflow info which is examined for training OR classification
#label : can have values according to translator function see translator.cpp
#label = -1 this is undefined label(unknown)
#label = 254 this means the flow is not found in GTfile 
#prediction : can have values according to the classificaton classes defined 
#in ANN classification with its trained model
#prediction = -1 this means the value is not defined - should be only in training phase
FlowID	Src_ip_address	Dst_ip_address	pro	s_p	d_p	label	pred	pckts
4227121344	138.68.65.189	138.197.177.67	6	46396	4004	4	4	5
3424342144	138.68.65.189	134.122.80.82	6	51020	2006	0	0	5
1328412672	138.68.65.189	138.197.177.67	6	47856	4000	4	4	5
1435753928	138.68.65.189	138.68.65.189	6	47250	3005	3	4	5
3743287576	138.68.65.189	138.197.177.67	6	39774	4009	4	4	5
1827371496	138.68.65.189	138.197.177.67	6	37414	7011	5	5	5
424149504	138.68.65.189	138.68.92.16	6	41634	8000	2	0	3
988342272	138.68.65.189	134.122.80.82	6	32880	7000	5	5	5
2696526432	138.68.65.189	138.68.92.16	6	46362	8012	2	2	5
1890155016	138.68.65.189	138.68.92.16	6	45406	8003	2	2	5
718338144	138.68.65.189	138.197.177.67	6	49512	4003	4	4	5
479782992	138.68.65.189	138.68.92.16	6	41188	8009	2	2	5
3115312544	138.68.65.189	138.68.65.189	6	39354	6004	1	1	5
4071551776	138.68.65.189	138.68.92.16	6	41192	8009	2	2	5
1408362912	138.68.65.189	138.197.177.67	6	40932	7010	5	5	5
2995660440	138.68.65.189	138.68.92.16	6	58350	3009	3	5	5
3709438096	138.68.65.189	138.197.177.67	6	33730	4010	4	4	5
1607108032	138.68.65.189	138.68.92.16	6	41080	8010	2	4	3
3079391344	138.68.65.189	138.68.92.16	6	45460	3007	3	5	5
4032122944	138.68.65.189	134.122.80.82	6	43006	7006	5	5	5
1854648680	138.68.65.189	138.197.177.67	6	37446	7011	5	5	5
3617325856	138.68.65.189	138.68.65.189	6	33640	3001	3	5	5
7928288	138.68.65.189	138.197.177.67	6	58102	7012	5	5	5
1349422480	138.68.65.189	138.68.65.189	6	57228	6007	1	1	1
4138281608	138.68.65.189	138.197.177.67	6	33530	7009	5	5	5
3128346880	138.68.65.189	134.122.80.82	6	32918	7000	5	5	5
1340738880	138.68.65.189	134.122.80.82	6	51668	2001	0	0	5
569734480	138.68.65.189	138.68.65.189	6	42420	6005	1	1	5
3380971432	138.68.65.189	138.197.177.67	6	60894	7007	5	5	5
4206599456	138.68.65.189	138.68.65.189	6	44532	6002	1	2	2
2595319216	138.68.65.189	138.68.65.189	6	40204	6005	1	1	2
4042612176	138.68.65.189	138.68.65.189	6	44546	6002	1	1	2
2530392000	138.68.65.189	138.68.92.16	6	34952	8006	2	2	5
3293221056	138.68.65.189	138.68.65.189	6	60964	3004	3	4	5
3351283088	138.68.65.189	138.68.65.189	6	35068	3003	3	3	5
1404210704	138.68.65.189	138.68.65.189	6	34524	6011	1	1	5
143919872	138.68.65.189	138.68.92.16	6	46416	8012	2	2	5
2676283520	138.68.65.189	138.68.92.16	6	41576	3012	3	5	5
3497833024	138.68.65.189	134.122.80.82	6	51094	2006	0	0	5
842655904	138.68.65.189	138.68.92.16	6	54370	8004	2	2	5
2064059200	138.68.65.189	134.122.80.82	6	43046	7006	5	5	5
3743173744	138.68.65.189	138.197.177.67	6	49572	4003	4	4	5
1890449984	138.68.65.189	138.197.177.67	6	37488	7011	5	5	5
1133005840	138.68.65.189	138.68.65.189	6	37678	6006	1	1	5
2640827888	138.68.65.189	138.197.177.67	6	57060	4011	4	4	5
1507217912	138.68.65.189	138.68.65.189	6	33686	3001	3	4	5
4013532288	138.68.65.189	134.122.80.82	6	43434	2004	0	0	5
1598674720	138.68.65.189	134.122.80.82	6	37306	7005	5	5	5
4047806464	138.68.65.189	134.122.80.82	6	51712	2001	0	0	5
3801699232	138.68.65.189	138.68.65.189	6	46516	6010	1	1	5
890873568	138.68.65.189	138.68.92.16	6	41148	8010	2	0	3
1305493696	138.68.65.189	138.68.92.16	6	46452	8012	2	2	5
776517384	138.68.65.189	138.68.65.189	6	33706	3001	3	3	5
313775672	138.68.65.189	138.197.177.67	6	39878	4009	4	4	5
142027968	138.68.65.189	138.197.177.67	6	41016	7010	5	5	5
1506312128	138.68.65.189	138.197.177.67	6	38244	4012	4	4	5
3672335360	138.68.65.189	138.197.177.67	6	54008	7008	5	5	5
1528991784	138.68.65.189	138.197.177.67	6	57094	4011	4	4	5
493133952	138.68.65.189	138.68.65.189	6	32792	3004	3	3	5
2386142040	138.68.65.189	138.68.92.16	6	45514	8003	2	2	5
80508928	138.68.65.189	134.122.80.82	6	35712	2009	0	4	5
2384069264	138.68.65.189	138.68.92.16	6	35022	8006	2	2	5
579903808	138.68.65.189	134.122.80.82	6	34066	2010	0	0	5
1511065064	138.68.65.189	138.197.177.67	6	57110	4011	4	4	5
2626064448	138.68.65.189	138.68.65.189	6	34636	6012	1	1	5
637756352	138.68.65.189	138.68.92.16	6	40342	8008	2	2	5
3013555904	138.68.65.189	138.68.65.189	6	37736	6006	1	1	5
409257312	138.68.65.189	134.122.80.82	6	49630	2005	0	0	5
3254399552	138.68.65.189	138.68.65.189	6	57654	6008	1	1	5
3266945504	138.68.65.189	138.68.92.16	6	46498	8012	2	2	5
940333408	138.68.65.189	138.68.92.16	6	38588	3010	3	5	5
575109056	138.68.65.189	134.122.80.82	6	35740	2009	0	0	5
3496723280	138.68.65.189	138.68.92.16	6	45548	8003	2	2	5
382057712	138.68.65.189	138.68.92.16	6	38598	3010	3	5	5
3606553008	138.68.65.189	138.197.177.67	6	33862	4010	4	4	5
2802314752	138.68.65.189	134.122.80.82	6	45588	2008	0	0	5
2125171192	138.68.65.189	138.68.92.16	6	45594	3007	3	5	5
4073884416	138.68.65.189	138.68.92.16	6	40376	8008	2	2	5
337094848	138.68.65.189	138.68.65.189	6	57682	6008	1	1	5
1514558400	138.68.65.189	138.68.65.189	6	34676	6012	1	1	5
45853400	138.68.65.189	138.197.177.67	6	33662	7009	5	5	5
766617184	138.68.65.189	138.68.65.189	6	34872	6001	1	1	1
2836643200	138.68.65.189	138.68.65.189	6	39512	6004	1	1	5
2630837936	138.68.65.189	138.68.65.189	6	35188	3003	3	3	5
226905216	138.68.65.189	138.68.65.189	6	32856	3004	3	3	5
374625072	138.68.65.189	138.68.65.189	6	44702	6002	1	1	4
3197395056	138.68.65.189	138.197.177.67	6	33886	4010	4	4	5
189535480	138.68.65.189	138.197.177.67	6	32794	7007	5	5	5
2838067712	138.68.65.189	138.197.177.67	6	51392	4006	4	4	5
3662052288	138.68.65.189	138.68.92.16	6	45584	8003	2	2	5
3340047128	138.68.65.189	138.68.92.16	6	44726	8005	2	2	5
1648234976	138.68.65.189	138.68.92.16	6	41244	8010	2	4	3
3898893824	138.68.65.189	138.68.92.16	6	60722	3008	3	5	5
3877262016	138.68.65.189	134.122.80.82	6	35788	2009	0	0	5
1443039672	138.68.65.189	138.197.177.67	6	39974	4009	4	4	5
1557888256	138.68.65.189	138.197.177.67	6	40104	4008	4	4	5
2827008608	138.68.65.189	138.197.177.67	6	58270	7012	5	5	5
4047480064	138.68.65.189	138.68.65.189	6	57720	6008	1	1	5
1578505504	138.68.65.189	138.68.65.189	6	32886	3004	3	3	5
1896588288	138.68.65.189	138.197.177.67	6	48072	4000	4	4	5
2002155552	138.68.65.189	138.197.177.67	6	38350	4012	4	4	5
3313422928	138.68.65.189	138.68.92.16	6	45612	8003	2	2	5
1066753632	138.68.65.189	134.122.80.82	6	49710	2005	0	0	5
830550552	138.68.65.189	138.68.92.16	6	57422	8001	2	0	3
1940999680	138.68.65.189	134.122.80.82	6	45652	2008	0	0	5
3248459136	138.68.65.189	138.68.65.189	6	32904	3004	3	3	5
3446930000	138.68.65.189	138.68.65.189	6	44754	6002	1	1	2
2239074080	138.68.65.189	138.197.177.67	6	38366	4012	4	4	5
1686983800	138.68.65.189	138.197.177.67	6	49730	4003	4	4	5
1341557776	138.68.65.189	138.197.177.67	6	32844	7007	5	5	5
852102448	138.68.65.189	138.68.65.189	6	44766	6002	1	1	2
3282942720	138.68.65.189	138.68.65.189	6	44768	6002	1	1	3
445706752	138.68.65.189	134.122.80.82	6	51192	2012	0	0	5
1790261856	138.68.65.189	138.68.92.16	6	54542	8004	2	2	5
2996106720	138.68.65.189	134.122.80.82	6	37462	7005	5	5	5
126965232	138.68.65.189	138.68.92.16	6	49382	8002	2	2	5
3678580864	138.68.65.189	134.122.80.82	6	51276	2006	0	0	5
3082093088	138.68.65.189	134.122.80.82	6	51874	2001	0	0	5
898848496	138.68.65.189	138.68.65.189	6	51198	3002	3	5	5
1090007480	138.68.65.189	138.68.65.189	6	33862	3001	3	3	5
96628736	138.68.65.189	138.68.65.189	6	36480	3000	3	3	5
1221202560	138.68.65.189	134.122.80.82	6	34724	7002	5	5	5
1480728096	138.68.65.189	138.197.177.67	6	57288	4005	4	4	5
2857992448	138.68.65.189	134.122.80.82	6	34728	7002	5	5	5
3218046784	138.68.65.189	138.68.65.189	6	39604	6004	1	1	5
2055817912	138.68.65.189	138.197.177.67	6	37682	7011	5	5	5
2057522736	138.68.65.189	138.197.177.67	6	37684	7011	5	5	5
3968064928	138.68.65.189	138.197.177.67	6	58338	7012	5	5	5
1372531712	138.68.65.189	138.68.92.16	6	60804	3008	3	5	5
4035185888	138.68.65.189	138.197.177.67	6	58342	7012	5	5	5
1646480144	138.68.65.189	138.68.65.189	6	52540	6003	1	1	5
861575648	138.68.65.189	138.197.177.67	6	38418	4012	4	4	5
3281000448	138.68.65.189	134.122.80.82	6	45712	2008	0	0	5
297759680	138.68.65.189	134.122.80.82	6	34230	2010	0	0	5
3541964904	138.68.65.189	138.68.65.189	6	47546	3005	3	3	5
1613555472	138.68.65.189	138.197.177.67	6	32908	7007	5	5	5
996661024	138.68.65.189	134.122.80.82	6	40422	2003	0	0	5
1682367424	138.68.65.189	138.68.92.16	6	54604	8004	2	2	5
63455400	138.68.65.189	138.68.92.16	6	57506	8001	2	5	3
277186272	138.68.65.189	138.197.177.67	6	58374	7012	5	5	5
1233656432	138.68.65.189	138.68.65.189	6	44590	6010	1	1	1
2503970080	138.68.65.189	134.122.80.82	6	37530	7005	5	5	5
3094509968	138.68.65.189	138.197.177.67	6	34018	4010	4	4	5
3574469440	138.68.65.189	138.68.92.16	6	41488	8009	2	2	5
295958432	138.68.65.189	138.197.177.67	6	49816	4003	4	4	5
1980664472	138.68.65.189	138.68.92.16	6	46074	3011	3	5	5
3484290672	138.68.65.189	138.68.65.189	6	35332	3003	3	3	5
3688221600	138.68.65.189	134.122.80.82	6	40446	2003	0	0	5
3401508000	138.68.65.189	134.122.80.82	6	34014	7003	5	5	5
3760016704	138.68.65.189	134.122.80.82	6	51358	2006	0	0	5
2253027520	138.68.65.189	134.122.80.82	6	37164	7001	5	5	5
325412736	138.68.65.189	138.68.65.189	6	39672	6004	1	1	5
745890936	138.68.65.189	138.68.92.16	6	48850	8011	2	2	5
1259705232	138.68.65.189	138.68.65.189	6	51282	3002	3	3	5
2371586016	138.68.65.189	138.68.65.189	6	33018	3004	3	3	5
1490569856	138.68.65.189	134.122.80.82	6	37190	7004	5	5	5
2994342744	138.68.65.189	138.68.92.16	6	48858	8011	2	2	5
1268334528	138.68.65.189	138.68.92.16	6	41400	8010	2	4	3
4015963040	138.68.65.189	138.197.177.67	6	38486	4012	4	4	5
701967104	138.68.65.189	138.68.65.189	6	57864	6008	1	1	5
2114066608	138.68.65.189	138.68.92.16	6	58684	3009	3	5	5
140455264	138.68.65.189	138.197.177.67	6	46766	4004	4	4	5
2963125824	138.68.65.189	138.68.92.16	6	40570	8008	2	2	5
864759808	138.68.65.189	138.197.177.67	6	48224	4000	4	4	5
1390798400	138.68.65.189	138.68.65.189	6	57878	6008	1	1	5
3208754560	138.68.65.189	138.197.177.67	6	38504	4012	4	4	5
3413943840	138.68.65.189	138.68.92.16	6	41882	3012	3	5	5
251995456	138.68.65.189	138.68.65.189	6	34876	6012	1	1	5
45050752	138.68.65.189	134.122.80.82	6	34316	2010	0	0	5
684711536	138.68.65.189	138.68.92.16	6	34228	8007	2	0	2
765095152	138.68.65.189	138.68.92.16	6	45812	3007	3	5	5
523072880	138.68.65.189	138.68.65.189	6	35396	3003	3	3	5
2630763952	138.68.65.189	138.197.177.67	6	51594	4006	4	4	5
3325280000	138.68.65.189	138.68.92.16	6	46144	3011	3	5	5
4222397952	138.68.65.189	134.122.80.82	6	34598	2000	0	0	5
3532764224	138.68.65.189	138.68.92.16	6	41908	3012	3	5	5
1522443072	138.68.65.189	134.122.80.82	6	52020	2001	0	0	5
1408623104	138.68.65.189	134.122.80.82	6	43752	2004	0	0	5
2356977088	138.68.65.189	138.68.92.16	6	40614	8008	2	2	5
1199520672	138.68.65.189	134.122.80.82	6	34094	7003	5	5	5
2491184640	138.68.65.189	134.122.80.82	6	33284	7000	5	5	5
3435456704	138.68.65.189	138.68.65.189	6	34916	6012	1	1	5
1777875072	138.68.65.189	138.68.92.16	6	35312	8006	2	2	5
2698584960	138.68.65.189	134.122.80.82	6	43766	2004	0	0	5
3670324096	138.68.65.189	138.197.177.67	6	32944	4002	4	4	5
2497531648	138.68.65.189	134.122.80.82	6	45850	2008	0	0	5
2651765056	138.68.65.189	138.68.65.189	6	51368	3002	3	3	5
3220038816	138.68.65.189	138.197.177.67	6	46834	4004	4	4	5
2710316352	138.68.65.189	134.122.80.82	6	52052	2001	0	0	5
4047753552	138.68.65.189	138.68.92.16	6	46188	3011	3	5	5
1604668544	138.68.65.189	138.68.92.16	6	41488	8010	2	2	5
3313459352	138.68.65.189	138.197.177.67	6	57418	4011	4	4	5
578750480	138.68.65.189	138.197.177.67	6	51646	4006	4	4	5
3874103112	138.68.65.189	138.68.92.16	6	45838	8003	2	2	5
2442191360	138.68.65.189	134.122.80.82	6	34384	2010	0	0	5
1110097136	138.68.65.189	138.68.65.189	6	51390	3002	3	3	5
1074435408	138.68.65.189	138.68.65.189	6	35204	6001	1	1	1
1464598176	138.68.65.189	138.68.65.189	6	45028	6002	1	1	3
3546019456	138.68.65.189	138.197.177.67	6	41360	7010	5	5	5
3980853952	138.68.65.189	138.68.65.189	6	39788	6004	1	1	5
151497696	138.68.65.189	134.122.80.82	6	36046	2009	0	0	5
3124469480	138.68.65.189	138.197.177.67	6	57482	4005	4	4	5
296457192	138.68.65.189	138.197.177.67	6	49958	4003	4	4	5
1237155592	138.68.65.189	138.68.92.16	6	48974	8011	2	2	5
2559459840	138.68.65.189	138.197.177.67	6	48324	4000	4	4	5
4246158560	138.68.65.189	138.68.92.16	6	35364	8006	2	2	5
4001637376	138.68.65.189	138.197.177.67	6	48328	4000	4	4	5
2565326096	138.68.65.189	138.68.65.189	6	45574	3006	3	3	5
3183414960	138.68.65.189	138.68.65.189	6	47724	3005	3	3	5
3325499520	138.68.65.189	138.68.65.189	6	35232	6001	1	1	1
3244733600	138.68.65.189	138.68.92.16	6	38916	3010	3	5	5
1477758592	138.68.65.189	134.122.80.82	6	43826	2004	0	0	5
3092796288	138.68.65.189	138.197.177.67	6	40380	4008	4	4	5
4012949616	138.68.65.189	138.68.65.189	6	38082	6006	1	1	5
436208640	138.68.65.189	138.68.92.16	6	32780	3008	3	5	5
997070208	138.68.65.189	138.68.92.16	6	46240	3011	3	5	5
866213832	138.68.65.189	138.197.177.67	6	37770	4001	4	4	5
3565340608	138.68.65.189	138.68.65.189	6	52752	6003	1	1	5
3250715832	138.68.65.189	138.197.177.67	6	57474	4011	4	3	5
2052395160	138.68.65.189	138.197.177.67	6	33106	7007	5	5	5
3057870112	138.68.65.189	134.122.80.82	6	57310	2007	0	0	5
2382210432	138.68.65.189	134.122.80.82	6	43476	7006	5	5	5
1997781856	138.68.65.189	138.68.92.16	6	46858	8012	2	2	5
3566113312	138.68.65.189	138.197.177.67	6	58570	7012	5	5	5
2062313280	138.68.65.189	138.68.92.16	6	42020	3012	3	5	5
4053859328	138.68.65.189	134.122.80.82	6	33384	7000	5	5	5
357254784	138.68.65.189	138.68.65.189	6	36732	3000	3	3	5
3786626304	138.68.65.189	134.122.80.82	6	51468	2012	0	0	5
2842466848	138.68.65.189	138.68.65.189	6	51460	3002	3	3	5
3662383008	138.68.65.189	134.122.80.82	6	34414	2011	0	0	5
1547939344	138.68.65.189	138.68.92.16	6	35422	8006	2	2	5
658771528	138.68.65.189	138.68.92.16	6	34374	8007	2	0	2
2144720384	138.68.65.189	134.122.80.82	6	45956	2008	0	0	5
453871184	138.68.65.189	138.68.92.16	6	57732	8001	2	0	3
791934976	138.68.65.189	134.122.80.82	6	51488	2012	0	0	5
3570669712	138.68.65.189	138.197.177.67	6	34242	4010	4	4	5
2142463008	138.68.65.189	134.122.80.82	6	40662	2003	0	0	5
1742934976	138.68.65.189	134.122.80.82	6	34486	2010	0	0	5
1782925480	138.68.65.189	138.68.65.189	6	35014	6011	1	1	5
2827264056	138.68.65.189	138.197.177.67	6	33162	7007	5	5	5
2091059696	138.68.65.189	138.197.177.67	6	37836	4001	4	4	5
2954518568	138.68.65.189	138.68.92.16	6	58882	3009	3	5	5
589081208	138.68.65.189	138.68.92.16	6	45954	8003	2	2	5
3022895216	138.68.65.189	138.68.65.189	6	51502	3002	3	3	5
3725082112	138.68.65.189	134.122.80.82	6	43536	7006	5	5	5
2863496136	138.68.65.189	138.68.92.16	6	46318	3011	3	5	5
4009896272	138.68.65.189	138.68.92.16	6	39010	3010	3	5	5
2653224192	138.68.65.189	134.122.80.82	6	45998	2008	0	0	5
3161648384	138.68.65.189	134.122.80.82	6	37420	7004	5	5	5
3842317856	138.68.65.189	134.122.80.82	6	34470	2011	0	0	5
901774240	138.68.65.189	134.122.80.82	6	40702	2003	0	0	5
1421629696	138.68.65.189	138.68.92.16	6	45120	8005	2	2	5
1077249264	138.68.65.189	138.68.92.16	6	46340	3011	3	5	5
3207518848	138.68.65.189	134.122.80.82	6	43938	2004	0	0	5
4078496224	138.68.65.189	138.197.177.67	6	46998	4004	4	4	5
4276100384	138.68.65.189	138.68.65.189	6	33270	3004	3	3	5
1587730864	138.68.65.189	138.68.92.16	6	39038	3010	3	5	5
3209376576	138.68.65.189	138.68.92.16	6	49736	8002	2	2	5
3477126656	138.68.65.189	134.122.80.82	6	37448	7004	5	5	5
1437392256	138.68.65.189	138.68.92.16	6	54904	8004	2	2	5
3278198912	138.68.65.189	134.122.80.82	6	43580	7006	5	5	5
2204216576	138.68.65.189	138.68.65.189	6	44960	6010	1	0	1
878492032	138.68.65.189	134.122.80.82	6	51562	2012	0	0	5
1988267232	138.68.65.189	138.68.65.189	6	45716	3006	3	3	5
1771631360	138.68.65.189	134.122.80.82	6	37460	7004	5	5	5
2789716736	138.68.65.189	134.122.80.82	6	33490	7000	5	5	5
3361874720	138.68.65.189	138.68.65.189	6	39954	6004	1	1	5
1825190528	138.68.65.189	138.68.92.16	6	54920	8004	2	2	5
1359188480	138.68.65.189	134.122.80.82	6	51576	2012	0	0	5
1912044480	138.68.65.189	138.68.65.189	6	58138	6008	1	1	5
3175954592	138.68.65.189	138.68.65.189	6	35134	6012	1	1	5
1956548896	138.68.65.189	134.122.80.82	6	37850	7005	5	5	5
2341370368	138.68.65.189	134.122.80.82	6	34528	2011	0	0	5
460629376	138.68.65.189	134.122.80.82	6	35100	7002	5	5	5
2600875776	138.68.65.189	138.68.65.189	6	58152	6008	1	1	5
1448525120	138.68.65.189	138.68.92.16	6	40850	8008	2	2	5
3761304056	138.68.65.189	138.197.177.67	6	37926	4001	4	4	5
85979392	138.68.65.189	138.197.177.67	6	54542	7008	5	5	5
3460095904	138.68.65.189	134.122.80.82	6	34542	2011	0	0	5
2600787072	138.68.65.189	138.68.92.16	6	54952	8004	2	2	5
1882569728	138.68.65.189	134.122.80.82	6	34860	2000	0	0	5
2869991360	138.68.65.189	134.122.80.82	6	36252	2009	0	0	5
160028736	138.68.65.189	138.68.92.16	6	45200	8005	2	2	5
824304176	138.68.65.189	138.68.92.16	6	41718	8010	2	2	5
1208526016	138.68.65.189	138.197.177.67	6	38804	4012	4	4	5
3554409920	138.68.65.189	138.68.65.189	6	36890	3000	3	3	5
2407521088	138.68.65.189	138.68.65.189	6	56078	6008	1	1	4
1913660640	138.68.65.189	134.122.80.82	6	40794	2003	0	0	5
512068608	138.68.65.189	134.122.80.82	6	41824	2002	0	0	5
712830208	138.68.65.189	138.68.65.189	6	35184	6012	1	1	5
1611465776	138.68.65.189	138.68.65.189	6	38282	6006	1	1	5
3994388896	138.68.65.189	138.68.65.189	6	45788	3006	3	3	5
2478839584	138.68.65.189	138.68.65.189	6	35190	6012	1	1	5
3961819832	138.68.65.189	138.68.65.189	6	57094	6009	1	1	5
2391527248	138.68.65.189	138.68.92.16	6	49826	8002	2	2	5
4102614496	138.68.65.189	138.197.177.67	6	57672	4011	4	4	5
2491234848	138.68.65.189	138.197.177.67	6	33304	7007	5	5	5
1109977728	138.68.65.189	134.122.80.82	6	41844	2002	0	0	5
2526512576	138.68.65.189	138.197.177.67	6	58764	7012	5	5	5
3599765312	138.68.65.189	138.68.65.189	6	35472	6001	1	0	1
3805574848	138.68.65.189	138.197.177.67	6	49296	4007	4	4	5
1940753312	138.68.65.189	134.122.80.82	6	37922	7005	5	5	5
3981680256	138.68.65.189	138.197.177.67	6	41616	7010	5	5	5
1809666032	138.68.65.189	138.68.65.189	6	45022	6010	1	0	1
2853410464	138.68.65.189	138.68.92.16	6	47062	8012	2	2	5
2884241408	138.68.65.189	134.122.80.82	6	33584	7000	5	5	5
1251243200	138.68.65.189	138.68.65.189	6	38312	6006	1	1	5
3825553664	138.68.65.189	134.122.80.82	6	34608	2011	0	0	5
2861257936	138.68.65.189	138.68.92.16	6	59044	3009	3	5	5
2278926336	138.68.65.189	138.68.92.16	6	33016	3008	3	5	5
1212299640	138.68.65.189	138.68.92.16	6	34570	8007	2	2	5
2661593728	138.68.65.189	138.68.92.16	6	40932	8008	2	2	5
13554352	138.68.65.189	138.68.65.189	6	47980	3005	3	4	5
4273906880	138.68.65.189	134.122.80.82	6	41878	2002	0	0	5
2722348640	138.68.65.189	138.68.65.189	6	40070	6004	1	1	5
4096866752	138.68.65.189	138.197.177.67	6	34224	7009	5	5	5
2454746728	138.68.65.189	138.197.177.67	6	38150	7011	5	5	5
3023559928	138.68.65.189	138.68.92.16	6	46170	3007	3	5	5
925402072	138.68.65.189	138.68.65.189	6	53002	6003	1	1	5
1327850224	138.68.65.189	138.68.65.189	6	47166	6010	1	1	5
2923522672	138.68.65.189	138.68.92.16	6	46500	3011	3	5	5
3528518336	138.68.65.189	138.197.177.67	6	33272	4002	4	4	5
2165834768	138.68.65.189	138.197.177.67	6	33274	4002	4	4	5
3361878688	138.68.65.189	134.122.80.82	6	37970	7005	5	5	5
2161977408	138.68.65.189	134.122.80.82	6	40876	2003	0	0	5
1744539648	138.68.65.189	134.122.80.82	6	33632	7000	5	5	5
2496275072	138.68.65.189	134.122.80.82	6	37606	7004	5	5	5
2913668096	138.68.65.189	138.68.92.16	6	33060	3008	3	5	5
1055176000	138.68.65.189	134.122.80.82	6	41914	2002	0	0	5
1433167072	138.68.65.189	138.68.65.189	6	35274	6012	1	1	5
3734689856	138.68.65.189	138.197.177.67	6	58836	7012	5	5	5
3027430184	138.68.65.189	138.68.92.16	6	49286	8011	2	2	5
1924957728	138.68.65.189	134.122.80.82	6	37994	7005	5	5	5
2289618432	138.68.65.189	134.122.80.82	6	34464	7003	5	5	5
1870514608	138.68.65.189	138.68.92.16	6	57980	8001	2	0	3
3064428544	138.68.65.189	138.68.92.16	6	49920	8002	2	2	5
3106472744	138.68.65.189	138.68.65.189	6	53046	6003	1	1	5
2138727736	138.68.65.189	138.197.177.67	6	38070	4001	4	4	5
1633295040	138.68.65.189	138.68.65.189	6	37010	3000	3	3	5
1823977472	138.68.65.189	138.197.177.67	6	54688	7008	5	5	5
2404894472	138.68.65.189	138.68.92.16	6	45330	8005	2	2	5
2519830720	138.68.65.189	134.122.80.82	6	43770	7006	5	5	5
375104264	138.68.65.189	138.68.92.16	6	34646	8007	2	0	2
2129367776	138.68.65.189	138.197.177.67	6	47206	4004	4	4	5
2261949152	138.68.65.189	138.68.65.189	6	35306	6012	1	1	5
3165854208	138.68.65.189	134.122.80.82	6	35010	2000	0	0	5
2525876992	138.68.65.189	134.122.80.82	6	33682	7000	5	5	5
606281472	138.68.65.189	138.197.177.67	6	48670	4000	4	4	5
2183130672	138.68.65.189	138.197.177.67	6	57836	4005	4	4	5
1535798848	138.68.65.189	134.122.80.82	6	43790	7006	5	5	5
2260342632	138.68.65.189	138.68.92.16	6	46214	8003	2	1	5
509907456	138.68.65.189	138.197.177.67	6	54716	7008	5	5	5
4225394384	138.68.65.189	138.68.65.189	6	38422	6006	1	1	5
1990234752	138.68.65.189	134.122.80.82	6	37670	7004	5	5	5
3318371248	138.68.65.189	138.68.65.189	6	38426	6006	1	1	5
17747032	138.68.65.189	138.197.177.67	6	38110	4001	4	4	5
1718297088	138.68.65.189	138.68.92.16	6	33126	3008	3	5	5
207457856	138.68.65.189	134.122.80.82	6	50324	2005	0	0	5
1957742720	138.68.65.189	134.122.80.82	6	51790	2012	0	0	5
1399403904	138.68.65.189	138.197.177.67	6	52048	4006	4	4	5
1211686720	138.68.65.189	134.122.80.82	6	36436	2009	0	0	5
20416384	138.68.65.189	138.68.65.189	6	40184	6004	1	1	5
4212992512	138.68.65.189	134.122.80.82	6	33724	7000	5	5	5
2773012128	138.68.65.189	134.122.80.82	6	40974	2003	0	0	5
45659744	138.68.65.189	134.122.80.82	6	37686	7001	5	2	5
107250944	138.68.65.189	138.197.177.67	6	52064	4006	4	4	5
3347197312	138.68.65.189	138.68.92.16	6	55160	8004	2	2	5
2833769728	138.68.65.189	138.197.177.67	6	54758	7008	5	2	5
1269453608	138.68.65.189	138.68.92.16	6	45402	8005	2	2	5
728744416	138.68.65.189	138.68.65.189	6	53128	6003	1	1	5
548717568	138.68.65.189	138.68.92.16	6	42500	8000	2	0	3
2824338336	138.68.65.189	138.197.177.67	6	57896	4005	4	2	5
561952896	138.68.65.189	134.122.80.82	6	37704	7001	5	5	5
72197392	138.68.65.189	138.68.65.189	6	47298	6010	1	1	5
1099115808	138.68.65.189	138.68.92.16	6	55178	8004	2	2	5
267818432	138.68.65.189	138.68.65.189	6	33556	3004	3	3	5
81522144	138.68.65.189	134.122.80.82	6	50374	2005	0	0	5
2433290560	138.68.65.189	138.68.65.189	6	58398	6008	1	1	5
1207803712	138.68.65.189	138.197.177.67	6	41800	7010	5	5	5
2804356736	138.68.65.189	138.197.177.67	6	33504	7007	5	5	5
40963232	138.68.65.189	138.68.65.189	6	40234	6004	1	1	5
3541645440	138.68.65.189	134.122.80.82	6	51854	2012	0	0	5
1199920	138.68.65.189	138.68.65.189	6	51846	3002	3	3	5
914698480	138.68.65.189	138.68.65.189	6	45494	6002	1	1	3
2307841984	138.68.65.189	134.122.80.82	6	34804	2011	0	0	5
3483163568	138.68.65.189	138.68.65.189	6	46018	3006	3	4	5
1098046976	138.68.65.189	138.197.177.67	6	40816	4008	4	4	5
2608180888	138.68.65.189	138.197.177.67	6	38330	7011	5	5	5
208726152	138.68.65.189	138.68.65.189	6	58262	6007	1	1	1
641338368	138.68.65.189	138.68.92.16	6	42432	3012	3	5	5
523170496	138.68.65.189	138.68.65.189	6	58434	6008	1	1	5
2563224176	138.68.65.189	138.197.177.67	6	34412	7009	5	5	5
2615000184	138.68.65.189	138.197.177.67	6	38338	7011	5	5	5
1179181120	138.68.65.189	134.122.80.82	6	43902	7006	5	5	5
